Time, Fx, Fy, Fz, Tx, Ty, Yz, Fx_tmp, Fy_tmp, Fz_tmp, Tx_tmp, Ty_tmp, Tz_tmp
138.888, 1.86, 0, -1.7, 0, 0, 0.006, 1.86, -0.12, -1.7, -0.0085, 0.0205, 0.006, 
138.988, 1.96, 0, -1.18, 0, 0, 0.0065, 1.96, -0.2, -1.18, -0.0045, 0.0195, 0.0065, 
139.088, 1.94, 0, -1.8, 0, 0, 0.005, 1.94, -0.1, -1.8, -0.0085, 0.0225, 0.005, 
139.188, 1.82, 0, -1.34, 0, 0, 0, 1.82, -0.1, -1.34, -0.008, 0.012, -0.001, 
139.288, 1.9, 0, -1.02, 0, 0, 0, 1.9, -0.02, -1.02, -0.006, 0.017, 0, 
139.388, 1.76, 0, -1.58, 0, 0, 0, 1.76, 0.18, -1.58, 0.0035, 0.016, -0.004, 
139.488, 1.66, 0, -1.22, 0, 0, -0.005, 1.66, 0.26, -1.22, -0.006, 0.02, -0.005, 
139.588, 1.86, 0, -1.64, 0, 0, 0, 1.86, 0.32, -1.64, 0.002, 0.038, -0.002, 
139.688, 2.4, 0, -0.88, 0, 0, -0.0055, 2.4, 0.12, -0.88, -0.006, 0.03, -0.0055, 
139.788, 1.92, 0, -1.1, 0, 0, 0.0055, 1.92, -0.22, -1.1, -0.008, 0.0205, 0.0055, 
139.888, 2.12, 0, 0, 0, 0, -0.0055, 2.12, 0.08, -0.76, -0.0125, 0.0125, -0.0055, 
139.988, 1.42, 0, -1.02, 0, 0, 0, 1.42, 0.04, -1.02, -0.0045, 0.0165, 0.0035, 
140.088, 1.8, 0, -1.7, 0, 0, 0.0085, 1.8, -0.06, -1.7, 0, 0.0255, 0.0085, 
140.188, 1.82, 0, -1.84, 0, 0, 0.019, 1.82, -0.1, -1.84, 0, 0.0245, 0.019, 
140.288, 1.44, 0, -1.04, 0, 0, 0, 1.44, 0, -1.04, 0, 0.018, -0.0025, 
140.388, 1.6, 0, -0.94, 0, 0, 0, 1.6, 0, -0.94, -0.015, 0.0195, 0.0035, 
140.488, 2.04, 0, -1.26, 0, 0, 0, 2.04, 0.3, -1.26, -0.0075, 0.0115, -0.004, 
140.588, 1.74, 0, -1.92, 0, 0, 0, 1.74, -0.22, -1.92, -0.0015, 0.0195, 0.0045, 
140.688, 1.62, 0, -1.56, 0, 0, -0.008, 1.62, 0.38, -1.56, -0.0015, 0.019, -0.008, 
140.788, 1.82, 0, -1.76, 0, 0, 0, 1.82, 0.12, -1.76, 0.004, 0.0185, 0, 
140.888, 1.9, 0, -1.4, 0, 0, -0.0095, 1.9, 0.04, -1.4, -0.0055, 0.0205, -0.0095, 
140.988, 1.98, 0, -1.02, 0, 0, 0, 1.98, 0.14, -1.02, -0.0015, 0.0245, -0.004, 
141.088, 1.8, 0, -1.34, 0, 0, 0, 1.8, 0.16, -1.34, -0.002, 0.0255, 0, 
141.188, 1.9, 0, -1.5, 0, 0, 0, 1.9, 0.02, -1.5, -0.001, 0.026, 0.0015, 
141.288, 2.02, 0, -1.72, 0, 0, 0, 2.02, 0.02, -1.72, 0.0115, 0.0325, 0.004, 
141.388, 1.94, 0, -1.66, 0, 0, 0, 1.94, 0.14, -1.66, 0.001, 0.02, 0, 
141.488, 2.26, 0, -1.66, 0, 0, 0, 2.26, 0, -1.66, -0.0125, 0.014, 0.0025, 
141.588, 1.96, 0, -1.24, 0, 0, 0, 1.96, -0.06, -1.24, -0.0145, 0.023, 0, 
141.688, 1.82, 0, -1.68, 0, 0, -0.0085, 1.82, -0.2, -1.68, -0.02, 0.014, -0.0085, 
141.788, 1.96, 0, -1.72, 0, 0, 0, 1.96, -0.24, -1.72, -0.012, 0.0235, -0.0045, 
141.888, 1.8, 0, -0.94, 0, 0, 0.0055, 1.8, -0.66, -0.94, -0.0045, 0.018, 0.0055, 
141.988, 1.72, 0, -1.68, 0, 0, 0.013, 1.72, -0.02, -1.68, 0.001, 0.014, 0.013, 
142.088, 1.76, 0, -1.42, 0, 0, 0.013, 1.76, -0.28, -1.42, 0.0025, 0.026, 0.013, 
142.188, 1.86, 0, -1.42, 0, 0, 0, 1.86, -0.04, -1.42, 0, 0.0285, -0.002, 
142.288, 1.6, 0, -0.9, 0, 0, 0.0095, 1.6, -0.16, -0.9, 0.0005, 0.0275, 0.0095, 
142.388, 1.54, 0, -1.7, 0, 0, 0, 1.54, 0.18, -1.7, -0.001, 0.0105, 0.0015, 
142.488, 1.6, 0, 0, 0, 0, 0, 1.6, 0.04, -0.66, -0.001, 0.032, -0.004, 
142.588, 1.72, 0, -1.26, 0, 0, 0, 1.72, -0.16, -1.26, -0.008, 0.0195, 0.002, 
142.688, 1.62, 0, -1.22, 0, 0, 0, 1.62, 0.06, -1.22, -0.008, 0.021, -0.001, 
142.788, 1.74, 0, -1.7, 0, 0, 0, 1.74, -0.22, -1.7, -0.0155, 0.0245, 0.001, 
142.888, 1.9, 0, -0.86, 0, 0, 0, 1.9, -0.3, -0.86, -0.0095, 0.0245, 0.002, 
142.988, 1.7, 0, -1.54, 0, 0, -0.005, 1.7, 0.12, -1.54, -0.003, 0.0155, -0.005, 
143.088, 1.86, 0, -1.44, 0, 0, 0, 1.86, -0.38, -1.44, -0.0015, 0.022, 0.0035, 
143.188, 1.88, 0, -1.3, 0, 0, 0, 1.88, -0.06, -1.3, -0.01, 0.0215, -0.003, 
143.288, 1.78, 0, -1.28, 0, 0, 0, 1.78, 0.16, -1.28, -0.003, 0.019, 0.002, 
143.388, 1.76, 0, -1.5, 0, 0, -0.0075, 1.76, 0.24, -1.5, -0.005, 0.025, -0.0075, 
143.488, 1.62, 0, -0.98, 0, 0, 0, 1.62, 0.04, -0.98, -0.002, 0.026, -0.004, 
143.588, 1.62, 0, -1.36, 0, 0, 0, 1.62, -0.38, -1.36, -0.0145, 0.022, -0.0005, 
143.688, 1.76, 0, 0, 0, 0, -0.0065, 1.76, 0.4, -0.62, 0.0115, 0.048, -0.0065, 
143.788, 1.42, 0, -1.02, 0, 0, 0, 1.42, 0.16, -1.02, 0.006, 0.038, -0.0025, 
143.888, 1.64, 0, -1.26, 0, 0, 0, 1.64, -0.06, -1.26, -0.0045, 0.0395, -0.003, 
143.988, 2.06, 0, -1.7, 0, 0, 0, 2.06, 0.1, -1.7, -0.0075, 0.013, 0.001, 
144.088, 1.82, 0, -1.54, 0, 0, 0.0065, 1.82, -0.4, -1.54, -0.015, 0.022, 0.0065, 
144.188, 1.44, 0, -1.22, 0, 0, -0.0155, 1.44, 0.14, -1.22, 0.006, 0.031, -0.0155, 
144.288, 2, 0, -1.76, 0, 0, 0, 2, -0.04, -1.76, 0.002, 0.015, -0.0015, 
144.388, 1.92, 0, -1.16, 0, 0, 0, 1.92, -0.08, -1.16, -0.0075, 0.024, -0.0025, 
144.488, 1.76, 0, -1.26, 0, 0, -0.0085, 1.76, -0.02, -1.26, -0.0015, 0.03, -0.0085, 
144.588, 2.14, 0, -1.52, 0, 0, -0.0055, 2.14, 0.38, -1.52, 0.011, 0.0155, -0.0055, 
144.688, 1.82, 0, -1.16, 0, 0, 0, 1.82, 0.16, -1.16, -0.0015, 0.0215, 0.001, 
144.788, 1.6, 0, -1.38, 0, 0, -0.0055, 1.6, -0.02, -1.38, -0.0055, 0.0235, -0.0055, 
144.888, 1.8, 0, -1.34, 0, 0, 0.0065, 1.8, -0.22, -1.34, -0.0115, 0.0265, 0.0065, 
144.988, 1.84, 0, -1, 0, 0, -0.0085, 1.84, 0.24, -1, 0.0025, 0.02, -0.0085, 
145.088, 1.74, 0, -1.62, 0, 0, 0, 1.74, -0.06, -1.62, -0.0105, 0.022, 0, 
145.188, 1.98, 0, -1.4, 0, 0, 0, 1.98, -0.08, -1.4, 0.0035, 0.0175, -0.0005, 
145.288, 1.76, 0, -1.74, 0, 0, 0, 1.76, -0.14, -1.74, -0.0135, 0.019, -0.0005, 
145.388, 1.86, 0, -1.5, 0, 0, 0, 1.86, 0.1, -1.5, -0.006, 0.0235, 0, 
145.488, 1.86, 0, -1.62, 0, 0, 0, 1.86, 0.04, -1.62, 0, 0.0185, 0.003, 
145.588, 1.7, 0, -1.72, 0, 0, 0.005, 1.7, -0.4, -1.72, -0.009, 0.0265, 0.005, 
145.688, 2.16, 0, -1.48, 0, 0, 0, 2.16, -0.16, -1.48, -0.011, 0.021, 0, 
145.788, 1.76, 0, -1.82, 0, 0, 0, 1.76, -0.28, -1.82, -0.0055, 0.02, 0.0025, 
145.888, 1.56, 0, -1.32, 0, 0, 0, 1.56, -0.22, -1.32, -0.0065, 0.02, 0, 
145.988, 1.86, 0, -1.7, 0, 0, 0, 1.86, -0.08, -1.7, -0.018, 0.028, -0.002, 
146.088, 1.88, 0, -1.1, 0, 0, 0.006, 1.88, 0.1, -1.1, -0.005, 0.021, 0.006, 
146.188, 1.5, 0, -1.56, 0, 0, 0, 1.5, -0.1, -1.56, 0.0025, 0.0285, 0.001, 
146.288, 1.6, 0, -1.64, 0, 0, -0.0085, 1.6, -0.16, -1.64, -0.0155, 0.027, -0.0085, 
146.388, 1.66, 0, -0.96, 0, 0, -0.0105, 1.66, 0.48, -0.96, -0.0015, 0.0355, -0.0105, 
146.488, 2.04, 0, -1.38, 0, 0, 0.005, 2.04, -0.04, -1.38, 0.001, 0.0115, 0.005, 
146.588, 1.64, 0, -1.6, 0, 0, 0.0055, 1.64, -0.2, -1.6, -0.001, 0.021, 0.0055, 
146.688, 1.62, 0, -1.68, 0, 0, 0, 1.62, -0.12, -1.68, -0.006, 0.028, -0.0035, 
146.788, 1.8, 0, -1.26, 0, 0, 0, 1.8, 0.16, -1.26, -0.0085, 0.038, 0.002, 
146.888, 1.72, 0, -1.24, 0, 0, 0, 1.72, 0, -1.24, 0.0025, 0.022, 0, 
146.988, 1.8, 0, -1.56, 0, 0, 0, 1.8, 0, -1.56, -0.0085, 0.0275, 0.0035, 
147.088, 1.9, 0, -1.9, 0, 0, 0, 1.9, 0.1, -1.9, -0.0075, 0.0265, -0.004, 
147.188, 1.84, 0, -1.2, 0, 0, 0, 1.84, -0.24, -1.2, 0, 0.0165, 0.0025, 
147.288, 1.68, 0, -1.38, 0, 0, 0, 1.68, 0.16, -1.38, 0.0055, 0.0205, 0.003, 
147.388, 1.98, 0, -1.44, 0, 0, -0.0105, 1.98, 0.04, -1.44, 0.0045, 0.0205, -0.0105, 
147.488, 1.54, 0, -1.34, 0, 0, 0, 1.54, 0.12, -1.34, -0.0015, 0.0205, 0, 
147.588, 1.98, 0, -1.08, 0, 0, 0, 1.98, 0.14, -1.08, -0.0035, 0.022, 0, 
147.688, 1.86, 0, -1.38, 0, 0, -0.005, 1.86, 0.02, -1.38, 0.0005, 0.024, -0.005, 
147.788, 1.3, 0, -0.94, 0, 0, 0, 1.3, 0.14, -0.94, -0.0025, 0.0255, 0, 
147.888, 2.02, 0, -2.2, 0, 0, 0, 2.02, -0.18, -2.2, -0.008, 0.013, -0.004, 
147.988, 2.14, 0, -1.2, 0, 0, -0.006, 2.14, -0.24, -1.2, -0.0085, 0.03, -0.006, 
148.088, 1.4, 0, -0.82, 0, 0, 0, 1.4, -0.22, -0.82, -0.0075, 0.027, -0.0005, 
148.188, 1.7, 0, -1.38, 0, 0, 0, 1.7, -0.08, -1.38, -0.002, 0.0175, 0.004, 
148.288, 1.76, 0, -0.94, 0, 0, -0.013, 1.76, 0.16, -0.94, -0.0065, 0.0405, -0.013, 
148.388, 2, 0, -1.38, 0, 0, 0, 2, -0.2, -1.38, -0.012, 0.0265, 0.001, 
148.488, 1.92, 0, -1.3, 0, 0, -0.006, 1.92, 0, -1.3, 0.002, 0.0265, -0.006, 
148.588, 1.62, 0, -1.32, 0, 0, 0.0055, 1.62, -0.18, -1.32, -0.0025, 0.024, 0.0055, 
148.688, 1.66, 0, -1.06, 0, 0, 0, 1.66, -0.02, -1.06, 0.0015, 0.0315, 0, 
148.788, 1.76, 0, -1.5, 0, 0, -0.0085, 1.76, -0.14, -1.5, -0.012, 0.0275, -0.0085, 
148.888, 1.68, 0, -1.86, 0, 0, 0, 1.68, 0.12, -1.86, -0.0035, 0.016, -0.0045, 
148.988, 1.88, 0, -1.18, 0, 0, 0, 1.88, 0.02, -1.18, -0.006, 0.0255, -0.004, 
149.088, 1.74, 0, -1.5, 0, 0, 0, 1.74, -0.02, -1.5, -0.001, 0.0315, -0.001, 
149.188, 1.8, 0, -1.12, 0, 0, -0.005, 1.8, 0.18, -1.12, 0.001, 0.026, -0.005, 
149.288, 1.8, 0, -1, 0, 0, 0, 1.8, -0.06, -1, 0, 0.021, 0.0025, 
149.388, 1.88, 0, -1.24, 0, 0, 0, 1.88, 0.14, -1.24, 0, 0.029, -0.0005, 
149.488, 1.82, 0, -1.48, 0, 0, 0, 1.82, -0.54, -1.48, -0.0205, 0.0085, -0.0025, 
149.588, 1.66, 0, -1.36, 0, 0, 0, 1.66, 0.32, -1.36, -0.001, 0.0195, -0.0045, 
149.688, 2.06, 0, -1.8, 0, 0, 0, 2.06, -0.22, -1.8, -0.011, 0.016, 0.001, 
149.788, 1.62, 0, -1.04, 0, 0, 0, 1.62, -0.24, -1.04, -0.0115, 0.0275, -0.0025, 
149.888, 2.32, 0, -1.14, 0, 0, 0, 2.32, -0.38, -1.14, -0.005, 0.0225, -0.0035, 
149.988, 1.92, 0, -0.88, 0, 0, 0, 1.92, -0.24, -0.88, -0.0045, 0.0205, 0.001, 
150.088, 1.14, 0, -1.76, 0, 0, 0, 1.14, 0.06, -1.76, -0.01, 0.015, 0.004, 
150.188, 2.22, 0, -1.46, 0, 0, 0, 2.22, -0.28, -1.46, -0.004, 0.0225, 0, 
150.288, 1.9, 0, -1.58, 0, 0, -0.012, 1.9, -0.2, -1.58, -0.008, 0.009, -0.012, 
150.388, 1.38, 0, -1.58, 0, 0, -0.015, 1.38, 0, -1.58, -0.01, 0.011, -0.015, 
150.488, 1.74, 0, -1.5, 0, 0, -0.007, 1.74, 0.12, -1.5, 0, 0.026, -0.007, 
150.588, 1.56, 0, -1.2, 0, 0, -0.0055, 1.56, 0.3, -1.2, -0.0025, 0.0265, -0.0055, 
150.688, 1.78, 0, -1.46, 0, 0, 0, 1.78, 0.1, -1.46, -0.004, 0.0305, -0.0015, 
150.788, 1.8, 0, -1.3, 0, 0, 0, 1.8, 0, -1.3, -0.005, 0.018, 0.002, 
150.888, 1.68, 0, -1.46, 0, 0, 0, 1.68, -0.14, -1.46, -0.012, 0.0195, 0.002, 
150.988, 1.72, 0, -1.42, 0, 0, 0, 1.72, 0.04, -1.42, -0.005, 0.0215, -0.0025, 
151.088, 1.72, 0, -1.5, 0, 0, -0.0055, 1.72, 0.06, -1.5, 0.0055, 0.028, -0.0055, 
151.188, 1.96, 0, -1.6, 0, 0, 0, 1.96, 0.16, -1.6, 0.0005, 0.013, 0.003, 
151.288, 1.82, 0, -1.4, 0, 0, 0, 1.82, 0.02, -1.4, -0.0055, 0.021, -0.0025, 
151.388, 1.76, 0, -1.58, 0, 0, 0, 1.76, -0.18, -1.58, -0.012, 0.0215, 0.004, 
151.488, 1.96, 0, -1.42, 0, 0, -0.0075, 1.96, 0.08, -1.42, -0.0095, 0.0245, -0.0075, 
151.588, 1.86, 0, -1.54, 0, 0, 0, 1.86, -0.08, -1.54, -0.0115, 0.012, 0.0005, 
151.688, 1.88, 0, -1.46, 0, 0, 0, 1.88, -0.24, -1.46, -0.0165, 0.0225, 0.0005, 
151.788, 1.58, 0, -1.6, 0, 0, 0, 1.58, 0, -1.6, 0.004, 0.0325, 0.0045, 
151.888, 2.02, 0, -1.62, 0, 0, 0.005, 2.02, -0.3, -1.62, -0.021, 0.0225, 0.005, 
151.988, 1.98, 0, -1.28, 0, 0, 0.0065, 1.98, -0.16, -1.28, -0.005, 0.0225, 0.0065, 
152.088, 1.84, 0, -1.56, 0, 0, -0.0095, 1.84, 0.12, -1.56, -0.0095, 0.037, -0.0095, 
152.188, 1.66, 0, -1.18, 0, 0, 0, 1.66, 0.04, -1.18, -0.006, 0.026, -0.001, 
152.288, 1.6, 0, -1.4, 0, 0, 0, 1.6, -0.04, -1.4, -0.01, 0.027, -0.004, 
152.388, 1.56, 0, -1.8, 0, 0, 0, 1.56, -0.14, -1.8, -0.0065, 0.017, 0.0035, 
152.488, 1.84, 0, -1.38, 0, 0, -0.0115, 1.84, 0.28, -1.38, 0.013, 0.0255, -0.0115, 
152.588, 1.98, 0, -1.74, 0, 0, 0.0125, 1.98, -0.46, -1.74, 0, 0.0215, 0.0125, 
152.688, 1.62, 0, -1.4, 0, 0, 0.012, 1.62, -0.1, -1.4, 0.0075, 0.0415, 0.012, 
152.788, 1.62, 0, -1.3, 0, 0, -0.0055, 1.62, 0.34, -1.3, -0.0105, 0.028, -0.0055, 
152.888, 1.84, 0, -1.6, 0, 0, 0, 1.84, -0.04, -1.6, -0.004, 0.023, 0.0005, 
152.988, 1.84, 0, -1.44, 0, 0, 0, 1.84, -0.14, -1.44, -0.013, 0.019, -0.0025, 
153.088, 1.74, 0, -1.34, 0, 0, 0, 1.74, 0.1, -1.34, -0.0095, 0.0245, -0.001, 
153.188, 1.88, 0, -1.52, 0, 0, 0, 1.88, -0.16, -1.52, -0.0025, 0.0275, 0.0015, 
153.288, 1.72, 0, -1.48, 0, 0, 0, 1.72, -0.02, -1.48, -0.0075, 0.02, -0.0045, 
153.388, 2.1, 0, -1.44, 0, 0, 0, 2.1, 0.2, -1.44, 0.007, 0.026, 0.0005, 
153.488, 1.72, 0, -1.22, 0, 0, 0, 1.72, -0.08, -1.22, -0.006, 0.029, -0.0015, 
153.588, 1.64, 0, -1.52, 0, 0, 0, 1.64, 0, -1.52, -0.0025, 0.0215, 0.0015, 
153.688, 1.82, 0, -1.18, 0, 0, 0, 1.82, -0.12, -1.18, -0.0085, 0.025, 0.001, 
153.788, 1.9, 0, -1.46, 0, 0, 0, 1.9, -0.26, -1.46, -0.003, 0.025, 0.003, 
153.888, 1.66, 0, -1.3, 0, 0, 0, 1.66, 0.18, -1.3, -0.0015, 0.025, 0.0035, 
153.988, 1.86, 0, -1.42, 0, 0, -0.014, 1.86, 0.2, -1.42, 0.006, 0.0415, -0.014, 
154.088, 2.36, 0, -0.82, 0, 0, -0.0165, 2.36, 0.4, -0.82, 0.002, 0.019, -0.0165, 
154.188, 1.8, 0, -1.28, 0, 0, 0, 1.8, 0.28, -1.28, -0.0015, 0.019, 0, 
154.288, 1.84, 0, -1.64, 0, 0, 0, 1.84, -0.38, -1.64, -0.0155, 0.015, 0.0015, 
154.388, 1.74, 0, -1.4, 0, 0, 0.0075, 1.74, 0.16, -1.4, -0.0125, 0.03, 0.0075, 
154.488, 1.8, 0, -1.38, 0, 0, 0, 1.8, 0.26, -1.38, 0.0005, 0.0415, 0.0015, 
154.588, 1.94, 0, -1.3, 0, 0, 0, 1.94, 0.1, -1.3, 0.002, 0.0195, 0, 
154.688, 1.64, 0, -1.16, 0, 0, 0, 1.64, 0, -1.16, -0.004, 0.0225, 0.001, 
154.788, 1.52, 0, -1.62, 0, 0, 0, 1.52, 0.1, -1.62, -0.007, 0.0245, 0.0005, 
154.888, 1.66, 0, -1.5, 0, 0, 0, 1.66, -0.22, -1.5, 0, 0.0145, 0.0035, 
154.988, 1.82, 0, -1.34, 0, 0, 0, 1.82, -0.02, -1.34, 0.0025, 0.0195, -0.0015, 
155.088, 1.86, 0, -1.3, 0, 0, 0, 1.86, 0.3, -1.3, -0.0065, 0.022, -0.003, 
155.188, 2.08, 0, -1.42, 0, 0, 0, 2.08, 0.12, -1.42, -0.001, 0.0155, 0, 
155.288, 1.78, 0, -1.18, 0, 0, 0, 1.78, -0.16, -1.18, -0.0035, 0.021, 0, 
155.388, 1.96, 0, -1.38, 0, 0, 0, 1.96, 0.22, -1.38, 0.0065, 0.018, 0.0015, 
155.488, 2.02, 0, -1.2, 0, 0, 0.007, 2.02, 0.02, -1.2, 0.003, 0.0205, 0.007, 
155.588, 1.82, 0, -1.54, 0, 0, 0, 1.82, -0.08, -1.54, -0.0105, 0.0185, 0, 
155.688, 1.84, 0, -1.34, 0, 0, 0, 1.84, -0.04, -1.34, 0.0015, 0.0285, -0.003, 
155.788, 1.98, 0, -1.7, 0, 0, 0, 1.98, 0.12, -1.7, -0.003, 0.025, -0.003, 
155.888, 1.86, 0, -1.42, 0, 0, 0.005, 1.86, -0.04, -1.42, -0.001, 0.023, 0.005, 
155.988, 1.68, 0, -1.64, 0, 0, -0.005, 1.68, 0.34, -1.64, 0.0015, 0.0245, -0.005, 
156.088, 2.26, 0, -1.04, 0, 0, -0.007, 2.26, 0.02, -1.04, 0.0045, 0.016, -0.007, 
156.188, 1.86, 0, -1.62, 0, 0, 0, 1.86, -0.1, -1.62, -0.0005, 0.019, 0.002, 
156.288, 1.98, 0, -1.52, 0, 0, 0, 1.98, -0.26, -1.52, -0.0055, 0.0135, -0.002, 
156.388, 1.54, 0, -1.28, 0, 0, 0, 1.54, -0.06, -1.28, -0.0035, 0.0265, 0.0035, 
156.488, 1.52, 0, -1.12, 0, 0, 0, 1.52, -0.38, -1.12, -0.0055, 0.0295, 0.004, 
156.588, 1.38, 0, -1.58, 0, 0, 0, 1.38, -0.58, -1.58, -0.015, 0.0155, 0.004, 
156.688, 1.9, 0, -1.48, 0, 0, 0, 1.9, -0.18, -1.48, 0.0075, 0.0225, 0.003, 
156.788, 1.82, 0, -1.34, 0, 0, -0.0105, 1.82, 0.02, -1.34, -0.0095, 0.031, -0.0105, 
156.888, 1.7, 0, -1.62, 0, 0, 0, 1.7, -0.28, -1.62, -0.008, 0.018, 0.0035, 
156.988, 1.74, 0, -1.56, 0, 0, 0, 1.74, -0.06, -1.56, -0.0015, 0.02, -0.0025, 
157.088, 1.92, 0, -1.72, 0, 0, 0, 1.92, -0.28, -1.72, -0.009, 0.0195, 0.003, 
157.188, 1.76, 0, -1.62, 0, 0, 0, 1.76, -0.08, -1.62, -0.006, 0.0175, 0.002, 
157.288, 1.66, 0, -1.6, 0, 0, 0, 1.66, 0.12, -1.6, -0.005, 0.0285, -0.0025, 
157.388, 1.76, 0, -1.48, 0, 0, 0.0085, 1.76, -0.28, -1.48, -0.0035, 0.0265, 0.0085, 
157.488, 1.92, 0, -1.3, 0, 0, 0, 1.92, 0.04, -1.3, -0.0105, 0.0155, -0.001, 
157.588, 1.92, 0, -1.06, 0, 0, -0.005, 1.92, -0.12, -1.06, -0.004, 0.0215, -0.005, 
157.688, 1.6, 0, -1.58, 0, 0, 0, 1.6, 0.04, -1.58, -0.0075, 0.0245, 0.004, 
157.788, 1.64, 0, -1.48, 0, 0, 0, 1.64, -0.22, -1.48, -0.018, 0.009, 0.0015, 
157.888, 1.72, 0, -1.54, 0, 0, 0, 1.72, -0.28, -1.54, -0.0115, 0.0185, -0.0035, 
157.988, 2.14, 0, -1.52, 0, 0, 0, 2.14, -0.14, -1.52, -0.0015, 0.0075, -0.004, 
158.088, 2.14, 0, -1.26, 0, 0, 0, 2.14, 0.04, -1.26, -0.005, 0.031, -0.0035, 
158.188, 1.8, 0, -1.02, 0, 0, 0, 1.8, -0.5, -1.02, -0.016, 0.017, 0.002, 
158.288, 1.78, 0, -1.46, 0, 0, -0.007, 1.78, 0.16, -1.46, -0.002, 0.0365, -0.007, 
158.388, 2.16, 0, -1.3, 0, 0, 0, 2.16, -0.18, -1.3, -0.0105, 0.0205, 0, 
158.488, 2.18, 0, -1.48, 0, 0, -0.0085, 2.18, 0.24, -1.48, 0.0055, 0.0195, -0.0085, 
158.588, 1.58, 0, -1.28, 0, 0, -0.013, 1.58, -0.06, -1.28, 0, 0.022, -0.013, 
158.688, 1.8, 0, -1.14, 0, 0, 0, 1.8, -0.22, -1.14, -0.007, 0.0295, -0.0005, 
158.788, 1.98, 0, -1.62, 0, 0, 0, 1.98, -0.02, -1.62, -0.004, 0.024, 0, 
158.888, 2, 0, -1.26, 0, 0, 0.01, 2, -0.48, -1.26, -0.018, 0.0225, 0.01, 
158.988, 1.82, 0, -1.56, 0, 0, 0, 1.82, -0.08, -1.56, -0.0025, 0.027, -0.0025, 
159.088, 1.8, 0, -1.4, 0, 0, 0, 1.8, 0.12, -1.4, 0.0005, 0.022, 0, 
159.188, 1.84, 0, -1.5, 0, 0, -0.008, 1.84, -0.12, -1.5, -0.014, 0.021, -0.008, 
159.288, 1.94, 0, -1.68, 0, 0, 0, 1.94, -0.08, -1.68, -0.002, 0.014, -0.0015, 
159.388, 1.66, 0, -1.64, 0, 0, 0, 1.66, -0.18, -1.64, -0.007, 0.0195, 0.001, 
159.488, 1.74, 0, -1.44, 0, 0, 0, 1.74, -0.38, -1.44, -0.0145, 0.0275, 0, 
159.588, 1.9, 0, -1.28, 0, 0, 0, 1.9, -0.18, -1.28, -0.01, 0.0255, 0.0005, 
159.688, 2.06, 0, -1.58, 0, 0, 0, 2.06, -0.16, -1.58, -0.014, 0.014, 0.0035, 
159.788, 1.76, 0, -1.16, 0, 0, 0, 1.76, -0.06, -1.56, -0.0105, 0.0165, 0, 
159.888, 1.76, 0, -1, 0, 0, -0.016, 1.76, 0.22, -1, 0, 0.0325, -0.016, 
159.988, 1.8, 0, -1.56, 0, 0, 0, 1.8, -0.12, -1.56, -0.006, 0.015, 0.004, 
160.088, 1.74, 0, -1.36, 0, 0, 0, 1.74, -0.2, -1.36, 0.006, 0.03, 0.002, 
160.188, 2.12, 0, -1.24, 0, 0, -0.0095, 2.12, 0.28, -1.24, 0.0065, 0.0285, -0.0095, 
160.288, 1.76, 0, -1.3, 0, 0, 0.007, 1.76, -0.2, -1.3, -0.0085, 0.009, 0.007, 
160.388, 2.04, 0, -1.36, 0, 0, -0.0145, 2.04, -0.12, -1.36, -0.01, 0.0055, -0.0145, 
160.488, 1.66, 0, -1.66, 0, 0, 0.006, 1.66, 0.1, -1.66, -0.0085, 0.0265, 0.006, 
160.588, 1.96, 0, -1.5, 0, 0, 0, 1.96, 0.24, -1.5, 0.01, 0.0175, 0.0015, 
160.688, 1.8, 0, -1.62, 0, 0, -0.0135, 1.8, -0.38, -1.62, -0.0025, 0.019, -0.0135, 
160.788, 1.74, 0, -1.54, 0, 0, 0, 1.74, -0.04, -1.54, -0.0135, 0.023, 0.0015, 
160.888, 1.74, 0, -1.88, 0, 0, 0, 1.74, -0.2, -1.88, 0.0015, 0.03, 0.0035, 
160.988, 1.86, 0, -1.18, 0, 0, 0, 1.86, 0, -1.18, 0.0035, 0.0225, 0.0045, 
161.088, 1.88, 0, -1.5, 0, 0, 0, 1.88, -0.16, -1.5, -0.003, 0.0245, 0, 
161.188, 1.94, 0, -1.3, 0, 0, 0, 1.94, 0, -1.3, -0.0025, 0.0275, 0, 
161.288, 1.9, 0, -1.38, 0, 0, 0, 1.9, 0.3, -1.38, 0.0095, 0.0245, -0.002, 
161.388, 1.58, 0, -1.26, 0, 0, 0, 1.58, -0.1, -1.26, -0.002, 0.031, 0.002, 
161.488, 1.84, 0, -1.38, 0, 0, 0, 1.84, 0, -1.38, -0.007, 0.021, -0.0045, 
161.588, 1.8, 0, -1.38, 0, 0, -0.005, 1.8, 0.2, -1.38, 0.006, 0.02, -0.005, 
161.688, 1.56, 0, -1.26, 0, 0, -0.0055, 1.56, 0.14, -1.26, -0.002, 0.0215, -0.0055, 
161.788, 1.82, 0, -1.28, 0, 0, 0, 1.82, 0.1, -1.28, -0.0025, 0.0285, -0.002, 
161.888, 1.84, 0, -1.18, 0, 0, 0, 1.84, -0.04, -1.18, 0.003, 0.023, 0.0035, 
161.988, 1.78, 0, -1.42, 0, 0, 0, 1.78, -0.12, -1.42, -0.009, 0.0395, 0.001, 
162.088, 1.74, 0, -1.52, 0, 0, 0, 1.74, -0.2, -1.52, 0.002, 0.031, -0.001, 
