Time, q_r1, q_r2, q_r3, q_r4, q_r5, q_r6, dq_r1, dq_r2, dq_r3, dq_r4, dq_r5, dq_r6, q_n1, q_n2, q_n3, q_n4, q_n5, q_n6, dq_n1, dq_n2, dq_n3, dq_n4, dq_n5, dq_n6
46.786, 0.0240873, -0.323062, -1.55274, -0.060485, -0.403369, 0.0750103, -0, -0.0713111, 0.333577, 0.131945, -0.55341, -0.1253, 0.023731, -0.325067, -1.54876, -0.0616311, -0.409945, 0.0724886, -0.00724573, -0.072049, 0.336164, 0.13763, -0.551341, -0.139498, 
46.886, 0.0240184, -0.330439, -1.51998, -0.0484106, -0.456707, 0.063813, -0.00316938, -0.0784422, 0.312976, 0.112011, -0.508796, -0.10062, 0.0229127, -0.332538, -1.5162, -0.0494528, -0.463088, 0.0600819, -0.00949254, -0.0768055, 0.314427, 0.106754, -0.511349, -0.10982, 
46.986, 0.0238456, -0.338313, -1.48974, -0.0394877, -0.505811, 0.0557112, -0.00237704, -0.0800269, 0.288414, 0.0797366, -0.473674, -0.0654979, 0.022116, -0.340185, -1.48624, -0.0406023, -0.512122, 0.0510384, -0.00694456, -0.0766876, 0.287083, 0.0729707, -0.470953, -0.0744305, 
47.086, 0.0236, -0.346024, -1.4621, -0.0333451, -0.551242, 0.0503205, -0.00316938, -0.0776499, 0.259097, 0.0531578, -0.442348, -0.042716, 0.0215594, -0.347821, -1.4588, -0.0345586, -0.557336, 0.0449207, -0.00532858, -0.0764822, 0.264837, 0.0504426, -0.435904, -0.0515205, 
47.186, 0.0233156, -0.35365, -1.43626, -0.0289501, -0.593488, 0.0465576, -0.00316938, -0.0800269, 0.248796, 0.0379698, -0.408176, -0.0370206, 0.0211318, -0.355544, -1.43313, -0.0303048, -0.599419, 0.0406117, -0.00439248, -0.0793234, 0.251485, 0.0374955, -0.40715, -0.0385603, 
47.286, 0.02294, -0.361603, -1.41166, -0.0256239, -0.633147, 0.0436321, -0.00316938, -0.0816116, 0.244042, 0.0294266, -0.386343, -0.0256296, 0.0207552, -0.363359, -1.40874, -0.0270335, -0.63893, 0.037287, -0.00182122, -0.0786498, 0.238443, 0.0279404, -0.383159, -0.0279132, 
47.386, 0.0225818, -0.369399, -1.38847, -0.0230116, -0.670545, 0.0413586, -0.00475407, -0.0784422, 0.228988, 0.0237311, -0.35217, -0.0199342, 0.0204681, -0.371067, -1.3857, -0.0244683, -0.676091, 0.0347571, -0.00208049, -0.0761325, 0.223753, 0.0223768, -0.360462, -0.0216139, 
47.486, 0.0223029, -0.376962, -1.36639, -0.0208198, -0.705727, 0.0395446, -0, -0.0721034, 0.221857, 0.0218326, -0.355967, -0.0170864, 0.0202501, -0.37873, -1.36367, -0.0224622, -0.7112, 0.0327687, -0.00236735, -0.0772636, 0.216999, 0.0181733, -0.341654, -0.0185827, 
47.586, 0.0221001, -0.384764, -1.34507, -0.0190124, -0.739116, 0.0379973, -0.00237704, -0.0760652, 0.206802, 0.0161372, -0.317048, -0.0113909, 0.0200509, -0.386392, -1.34254, -0.0207064, -0.744396, 0.0310626, -0.0024335, -0.0761144, 0.206839, 0.016021, -0.323217, -0.015999, 
47.686, 0.0219377, -0.392411, -1.32481, -0.017337, -0.770673, 0.0367007, -0, -0.0736881, 0.20284, 0.0151879, -0.294266, -0.0132894, 0.0198852, -0.393843, -1.32242, -0.019268, -0.775833, 0.0296952, -0.00216072, -0.0745026, 0.197713, 0.0136139, -0.306167, -0.0129914, 
47.785, 0.0217919, -0.399838, -1.30537, -0.0157784, -0.800671, 0.0355407, -0, -0.0744805, 0.194125, 0.0113909, -0.287621, -0.00949246, 0.0197401, -0.40123, -1.30306, -0.0180345, -0.805644, 0.0285315, -0.00180604, -0.0742552, 0.191209, 0.0120662, -0.290842, -0.0117966, 
47.886, 0.0216469, -0.407038, -1.28681, -0.0143858, -0.8291, 0.0344889, -0, -0.0744805, 0.183824, 0.0104417, -0.286672, -0.00949246, 0.0195755, -0.408454, -1.28452, -0.016947, -0.83394, 0.0275031, -0.00160428, -0.0711667, 0.182789, 0.0100131, -0.276994, -0.0100061, 
47.986, 0.021494, -0.414375, -1.26875, -0.0131698, -0.856158, 0.033496, -0.00237704, -0.0736881, 0.171939, 0.0151879, -0.262941, -0.00854321, 0.0194519, -0.415585, -1.26662, -0.0159855, -0.86085, 0.0265957, -0.00090308, -0.0692866, 0.173903, 0.00902212, -0.262099, -0.0079564, 
48.086, 0.0213212, -0.421485, -1.25129, -0.0120421, -0.881708, 0.0324167, -0, -0.0721034, 0.176693, 0.00949246, -0.253449, -0.0123402, 0.0192315, -0.422661, -1.2493, -0.0150419, -0.886431, 0.0256393, -0.00448167, -0.0702496, 0.1719, 0.0101632, -0.251467, -0.0117482, 
48.186, 0.0206089, -0.428446, -1.23412, -0.0112979, -0.906249, 0.0308847, -0.0118852, -0.0697264, 0.174316, 0.00474623, -0.238261, -0.0199342, 0.0185059, -0.429712, -1.23227, -0.0139524, -0.91097, 0.0241799, -0.0103504, -0.0692416, 0.167922, 0.0131668, -0.240665, -0.0180359, 
48.286, 0.0192754, -0.435389, -1.21779, -0.010904, -0.929806, 0.0293962, -0.0166393, -0.0705187, 0.163223, 0.00474623, -0.220225, -0.0208834, 0.0176972, -0.436572, -1.21595, -0.0128064, -0.934279, 0.0227033, -0.009942, -0.0700763, 0.162415, 0.0128562, -0.227205, -0.0180808, 
48.386, 0.0179839, -0.442279, -1.20223, -0.0108299, -0.951966, 0.0280331, -0.00950815, -0.066557, 0.147376, -0, -0.211682, -0.00949246, 0.0170834, -0.443126, -1.20048, -0.0118346, -0.956288, 0.0214872, -0.00367503, -0.0635772, 0.149241, 0.00689189, -0.21312, -0.00848302, 
48.486, 0.0173492, -0.448517, -1.18767, -0.010828, -0.97287, 0.0271949, -0.00475407, -0.0625953, 0.136283, -0, -0.221174, -0.00949246, 0.0168893, -0.449319, -1.18599, -0.0112496, -0.977028, 0.0208833, -0.00114511, -0.0606382, 0.140737, 0.00513843, -0.201386, -0.00479867, 
48.586, 0.0170758, -0.454458, -1.17387, -0.010829, -0.992665, 0.0264906, -0.00396173, -0.0570489, 0.131529, -0, -0.185103, -0.00854321, 0.0167838, -0.455277, -1.17223, -0.0107728, -0.996646, 0.0204457, -0.000994684, -0.0586689, 0.134816, 0.00447755, -0.191417, -0.0040591, 
48.686, 0.0169087, -0.460244, -1.16061, -0.0108271, -1.01151, 0.0258783, -0.00237704, -0.0625953, 0.132322, -0, -0.183204, -0.00474623, 0.0166875, -0.461045, -1.15905, -0.0103454, -1.0153, 0.0200574, -0.00092583, -0.0566803, 0.129113, 0.00406466, -0.182068, -0.0036323, 
48.786, 0.0167914, -0.465994, -1.14785, -0.0108271, -1.02927, 0.0253411, -0.00237704, -0.0570489, 0.12836, -0, -0.168966, -0.00284774, 0.0165974, -0.46662, -1.14642, -0.00995607, -1.03305, 0.019707, -0.000866624, -0.0547863, 0.123761, 0.00371158, -0.173261, -0.00331906, 
48.886, 0.0166892, -0.471441, -1.13572, -0.0108195, -1.04643, 0.0248569, -0, -0.0530871, 0.111721, -0, -0.170864, -0.00379698, 0.0165128, -0.472008, -1.13431, -0.00959906, -1.04994, 0.0193879, -0.000822645, -0.0528862, 0.118579, 0.00343001, -0.164897, -0.00305418, 
48.986, 0.0166131, -0.476638, -1.124, -0.0107977, -1.06247, 0.0243557, -0, -0.0499178, 0.111721, -0, -0.165169, -0.00569547, 0.0164327, -0.477209, -1.12271, -0.00926988, -1.06602, 0.0190963, -0.000819279, -0.051646, 0.11321, 0.00328788, -0.155865, -0.00283346, 
49.085, 0.0165283, -0.481535, -1.11284, -0.0107341, -1.07802, 0.0238669, -0, -0.0467484, 0.106174, 0.00284774, -0.153778, -0.00379698, 0.016357, -0.482227, -1.1116, -0.00896591, -1.08132, 0.0188295, -0.000741274, -0.0491395, 0.108655, 0.00293753, -0.149347, -0.00252074, 
49.186, 0.0164546, -0.486439, -1.10216, -0.0106781, -1.09249, 0.0234036, -0, -0.0499178, 0.105382, 0.00284774, -0.137641, -0.00474623, 0.016286, -0.487058, -1.10095, -0.00868587, -1.09589, 0.0185851, -0.000695471, -0.04746, 0.104245, 0.0027107, -0.142199, -0.00241618, 
49.286, 0.0163802, -0.491259, -1.09183, -0.0105148, -1.10666, 0.0229034, -0, -0.045956, 0.100628, -0, -0.13859, -0.00379698, 0.0162188, -0.491718, -1.09075, -0.00842632, -1.10976, 0.0183614, -0.000655649, -0.0459259, 0.100168, 0.00250052, -0.135536, -0.00217759, 
49.386, 0.0163049, -0.495863, -1.08206, -0.0103401, -1.11984, 0.0224316, -0, -0.0451637, 0.0950815, 0.00284774, -0.123402, -0.00664472, 0.0161544, -0.496196, -1.081, -0.00818296, -1.12296, 0.0181529, -0.000613085, -0.0438529, 0.0955042, 0.00231372, -0.128922, -0.00196591, 
49.486, 0.0162463, -0.500147, -1.07255, -0.0101199, -1.13245, 0.0219817, -0, -0.0443713, 0.0927044, 0.00379698, -0.127199, -0.00474623, 0.0160952, -0.500504, -1.07166, -0.0079591, -1.13553, 0.0179622, -0.000313389, -0.0422257, 0.0913263, 0.00194744, -0.122646, -0.00155907, 
49.586, 0.0161971, -0.504304, -1.06359, -0.00990158, -1.14465, 0.0215222, -0, -0.041202, 0.089535, 0.00379698, -0.119605, -0.00379698, 0.0160377, -0.504652, -1.06271, -0.00774989, -1.1475, 0.0177829, -0.000608677, -0.0409532, 0.0881759, 0.00211957, -0.117172, -0.00168211, 
49.686, 0.0161432, -0.50822, -1.05506, -0.0096206, -1.15593, 0.0210751, -0, -0.0388249, 0.0855733, 0.00284774, -0.111062, -0.00379698, 0.0159831, -0.508629, -1.05416, -0.0075538, -1.15889, 0.0176215, -0.000517387, -0.0390062, 0.0838068, 0.00186664, -0.111313, -0.0016276, 
49.786, 0.0160902, -0.512148, -1.0467, -0.00939373, -1.16697, 0.0206404, -0, -0.0419943, 0.0831963, 0.00569547, -0.113909, -0.00474623, 0.0159311, -0.512462, -1.04598, -0.0073694, -1.16973, 0.0174676, -0.000449637, -0.0381404, 0.0806769, 0.00160615, -0.105447, -0.00133354, 
49.886, 0.0160323, -0.515958, -1.03882, -0.00915547, -1.17749, 0.0202541, -0, -0.0372402, 0.0776499, -0, -0.0996708, -0.00569547, 0.0158843, -0.516122, -1.03815, -0.00720351, -1.18007, 0.0173367, -0.000515473, -0.0359933, 0.0767939, 0.00181597, -0.100986, -0.00152178, 
49.986, 0.0159848, -0.519604, -1.03143, -0.00894094, -1.18719, 0.0198744, -0, -0.0356555, 0.0721034, 0.00379698, -0.0977723, -0, 0.0158378, -0.519637, -1.03069, -0.00704228, -1.18989, 0.0172049, -0.000401546, -0.0342711, 0.0735534, 0.00143634, -0.0964314, -0.00142472, 
50.086, 0.0159341, -0.522982, -1.02421, -0.00876913, -1.19674, 0.0194804, -0, -0.0309015, 0.0705187, -0, -0.096823, -0.00379698, 0.0157939, -0.523022, -1.02351, -0.00689156, -1.19927, 0.017078, -0.00042941, -0.0330186, 0.0699463, 0.0014624, -0.0914312, -0.00117537, 
50.186, 0.0158802, -0.526214, -1.01727, -0.00864763, -1.20588, 0.0191197, -0, -0.0309015, 0.0649723, -0, -0.0911276, -0, 0.015752, -0.52626, -1.01666, -0.0067495, -1.20819, 0.016962, -0.000405431, -0.031545, 0.0667713, 0.00137287, -0.087052, -0.00112996, 
50.286, 0.015839, -0.529316, -1.01066, -0.00846917, -1.21429, 0.0187315, -0, -0.0316938, 0.0625953, -0, -0.0835336, -0.00569547, 0.0157123, -0.529368, -1.01012, -0.00661636, -1.21668, 0.0168552, -0.000387878, -0.0300781, 0.0633986, 0.00129513, -0.0826859, -0.00112636, 
50.386, 0.0158017, -0.532211, -1.00453, -0.00829356, -1.22233, 0.0183698, -0, -0.0285244, 0.06418, -0, -0.0816351, -0.00284774, 0.0156756, -0.532324, -1.00392, -0.00649392, -1.22474, 0.0167597, -0.000312409, -0.0284851, 0.0612838, 0.00109262, -0.0795325, -0.000973896, 
50.485, 0.0157582, -0.534876, -0.99879, -0.00810466, -1.2296, 0.0180281, -0, -0.0261474, 0.0475407, -0, -0.0607517, -0.00284774, 0.0156238, -0.534973, -0.998348, -0.00633991, -1.23177, 0.0166283, -0.00074362, -0.0226839, 0.046397, 0.00197772, -0.0561708, -0.00172815, 
50.586, 0.0156995, -0.536515, -0.995634, -0.00788918, -1.23321, 0.0176351, -0, -0.00792345, 0.0126775, -0, -0.0113909, -0.00379698, 0.0155302, -0.536259, -0.995625, -0.00609931, -1.235, 0.0164354, -0.00115882, -0.00226434, 0.00488319, 0.00288977, -0.00343614, -0.00217634, 
50.686, 0.0156155, -0.536446, -0.996454, -0.00761485, -1.23116, 0.0172744, -0, 0.0103005, -0.0364479, -0, 0.061701, -0.00284774, 0.0154151, -0.534976, -0.998088, -0.00583255, -1.23158, 0.0162618, -0.00121947, 0.0284368, -0.0569433, 0.00266953, 0.0765049, -0.00174392, 
50.786, 0.0155054, -0.533058, -1.00467, -0.00731963, -1.22, 0.016907, -0, 0.0578412, -0.127568, 0.00284774, 0.173712, -0, 0.0152851, -0.530225, -1.00779, -0.00556345, -1.21864, 0.0160759, -0.0013154, 0.0669175, -0.138017, 0.00252194, 0.18485, -0.0019062, 
50.886, 0.0153699, -0.525001, -1.02245, -0.00711744, -1.1966, 0.0165871, -0.00237704, 0.102213, -0.230573, 0.00379698, 0.298063, -0, 0.0151645, -0.521231, -1.02643, -0.00536173, -1.19388, 0.0159224, -0.00122953, 0.112086, -0.233649, 0.0019379, 0.309476, -0.00142935, 
50.986, 0.0152431, -0.512238, -1.04958, -0.00699594, -1.16053, 0.0162815, -0.00237704, 0.144207, -0.319315, 0.00569547, 0.421465, -0.00379698, 0.0150642, -0.508083, -1.05412, -0.00524948, -1.15671, 0.0158219, -0.00114169, 0.151749, -0.321935, 0.00135159, 0.43376, -0.00107107, 
51.086, 0.0151243, -0.495325, -1.08568, -0.00699024, -1.11174, 0.0161286, -0, 0.186994, -0.39538, -0, 0.54107, -0, 0.015001, -0.491039, -1.09061, -0.00528763, -1.10701, 0.0158202, -0.000490926, 0.187448, -0.405538, -0.00100459, 0.558255, 0.000197154, 
51.186, 0.0150419, -0.475186, -1.12993, -0.00698929, -1.05071, 0.0160812, -0, 0.213933, -0.484915, -0, 0.673964, -0.00284774, 0.0149728, -0.470741, -1.13507, -0.00548485, -1.04524, 0.0159329, 2.02979e-05, 0.216138, -0.479575, -0.00322357, 0.672736, 0.00197765, 
51.286, 0.0149936, -0.452827, -1.18026, -0.00700353, -0.979388, 0.016085, -0, 0.233742, -0.529287, -0, 0.748005, -0.00379698, 0.015008, -0.448398, -1.18554, -0.00595117, -0.973318, 0.0162453, 0.000774719, 0.227118, -0.522594, -0.00641485, 0.755575, 0.00444728, 
51.386, 0.0149864, -0.430618, -1.23255, -0.00713073, -0.903573, 0.0161296, -0, 0.21948, -0.511855, -0.00379698, 0.751802, -0, 0.0151535, -0.426297, -1.23758, -0.00685602, -0.896998, 0.0169359, 0.00213993, 0.211018, -0.508634, -0.0117732, 0.756351, 0.00918229, 
51.486, 0.014992, -0.410429, -1.28179, -0.00762149, -0.829849, 0.0163251, -0, 0.19254, -0.476992, -0, 0.71763, -0, 0.0153821, -0.406465, -1.28658, -0.00816571, -0.823027, 0.0179903, 0.00231897, 0.186584, -0.472303, -0.0141484, 0.722919, 0.011851, 
51.586, 0.0149991, -0.392387, -1.32746, -0.00847297, -0.759487, 0.016682, -0, 0.172731, -0.440544, -0.00854321, 0.682508, 0.00664472, 0.0156058, -0.389005, -1.33197, -0.00966339, -0.752458, 0.0192688, 0.0021136, 0.163408, -0.436646, -0.0156885, 0.689086, 0.0135985, 
51.686, 0.0150118, -0.376858, -1.36972, -0.00959592, -0.69233, 0.0172269, -0, 0.147376, -0.400134, -0.0161372, 0.650233, 0.00379698, 0.0158006, -0.37373, -1.374, -0.0113006, -0.685167, 0.0207069, 0.00177959, 0.142733, -0.404692, -0.0170686, 0.657354, 0.0151351, 
51.786, 0.0150268, -0.363245, -1.40897, -0.0110302, -0.628186, 0.0179787, -0, 0.125983, -0.37161, -0.0170864, 0.62935, 0.00949246, 0.0159595, -0.360417, -1.41298, -0.0130812, -0.620949, 0.0223026, 0.00140528, 0.12411, -0.3758, -0.0186232, 0.627638, 0.016876, 
51.886, 0.0150435, -0.35136, -1.44549, -0.0126762, -0.566873, 0.018983, -0, 0.110928, -0.347047, -0.0218326, 0.601822, 0.0132894, 0.0160795, -0.348875, -1.44921, -0.015027, -0.559604, 0.0240745, 0.000985785, 0.10762, -0.349744, -0.0202895, 0.599606, 0.0186058, 
51.985, 0.0150585, -0.341086, -1.47938, -0.0146421, -0.50819, 0.0202512, -0, 0.0934968, -0.33437, -0.0208834, 0.576192, 0.0142387, 0.0161555, -0.338906, -1.48294, -0.0171508, -0.500988, 0.0260272, 0.000539739, 0.0915819, -0.325226, -0.0223723, 0.573469, 0.020661, 
52.086, 0.015072, -0.332406, -1.51104, -0.0167884, -0.452156, 0.0217719, -0, 0.0831963, -0.306638, -0.0246804, 0.544867, 0.0180357, 0.0161803, -0.330382, -1.51437, -0.0194599, -0.444933, 0.0281653, -2.47663e-05, 0.0788797, -0.303729, -0.0240282, 0.548147, 0.0222638, 
52.186, 0.0150775, -0.324877, -1.54053, -0.0192498, -0.398551, 0.0235546, -0, 0.0713111, -0.288414, -0.0218326, 0.529679, 0.0199342, 0.016146, -0.323148, -1.54369, -0.0219516, -0.391319, 0.0304786, -0.000681152, 0.0667346, -0.283659, -0.0256526, 0.524606, 0.0238426, 
52.286, 0.0150767, -0.318575, -1.56813, -0.0218478, -0.34709, 0.0256486, -0, 0.0538795, -0.267813, -0.0275281, 0.496455, 0.0227819, 0.0160402, -0.317062, -1.5711, -0.0245864, -0.339967, 0.0329125, -0.00143773, 0.0553852, -0.264723, -0.026916, 0.502278, 0.0247744, 
52.386, 0.0150712, -0.3134, -1.59384, -0.0246101, -0.297844, 0.0279325, -0, 0.0475407, -0.250381, -0.0275281, 0.486963, 0.0237311, 0.0158535, -0.312033, -1.59666, -0.0273034, -0.290871, 0.0354099, -0.00230114, 0.0454838, -0.246766, -0.0272249, 0.479908, 0.0248458, 
52.486, 0.0150609, -0.309172, -1.61776, -0.0273867, -0.250872, 0.0302686, -0, 0.0380326, -0.225818, -0.0265789, 0.464181, 0.0256296, 0.0155754, -0.307948, -1.62044, -0.0299664, -0.244006, 0.0378189, -0.00326823, 0.0364412, -0.228993, -0.0256273, 0.457597, 0.0229624, 
52.586, 0.01503, -0.305663, -1.63986, -0.0298709, -0.206103, 0.0323569, -0, 0.0301091, -0.21631, -0.0246804, 0.438551, 0.0161372, 0.0151986, -0.304715, -1.64244, -0.0323319, -0.199395, 0.0398939, -0.00425159, 0.0284378, -0.210957, -0.021126, 0.434712, 0.0180022, 
52.686, 0.0149405, -0.302988, -1.66016, -0.0317124, -0.163617, 0.0338188, -0.00237704, 0.0221857, -0.193332, -0.0142387, 0.410074, 0.00759396, 0.0147277, -0.302238, -1.66258, -0.0340316, -0.15713, 0.0412754, -0.00512008, 0.0212116, -0.191735, -0.0121298, 0.410584, 0.00883507, 
52.786, 0.0147043, -0.301033, -1.67841, -0.0324357, -0.123748, 0.0342535, -0.00316938, 0.0190163, -0.171939, -0.00284774, 0.380647, -0, 0.0141859, -0.300437, -1.68072, -0.0345567, -0.117365, 0.0414391, -0.00563635, 0.0149854, -0.170927, 0.00262996, 0.384571, -0.00621856, 
52.886, 0.014286, -0.299647, -1.69461, -0.0320465, -0.0865626, 0.0336356, -0.00237704, 0.0103005, -0.156092, 0.0132894, 0.354069, -0.0180357, 0.0136211, -0.299218, -1.69667, -0.0332768, -0.0803165, 0.0397879, -0.00553928, 0.00959099, -0.14801, 0.0239136, 0.356296, -0.0275745, 
52.986, 0.0137828, -0.298711, -1.70832, -0.0294465, -0.0522683, 0.0310479, -0.00396173, 0.00713111, -0.123606, 0.0389191, 0.323693, -0.0379698, 0.013106, -0.298493, -1.71025, -0.0295603, -0.0461989, 0.0357124, -0.00462827, 0.00512019, -0.12348, 0.0509861, 0.326101, -0.0544966, 
53.086, 0.0133423, -0.298218, -1.71966, -0.0238147, -0.0210372, 0.0257597, -0.00396173, 0.00237704, -0.0990432, 0.0768889, 0.299962, -0.0702442, 0.0127247, -0.298149, -1.72133, -0.0229195, -0.0151696, 0.0287567, -0.00289485, 0.000928867, -0.097761, 0.0817593, 0.295009, -0.0845582, 
53.186, 0.0130634, -0.29805, -1.72832, -0.0147845, 0.00708802, 0.0172725, -0, -0, -0.0744805, 0.101569, 0.259144, -0.0996708, 0.0125499, -0.298151, -1.72993, -0.0131759, 0.0127808, 0.0187866, -0.00054763, -0.00108747, -0.0744214, 0.112405, 0.264517, -0.114146, 
53.286, 0.0129501, -0.298043, -1.73486, -0.0028316, 0.0323655, 0.0059081, -0, -0, -0.0554642, 0.132894, 0.235413, -0.127199, 0.0126251, -0.298362, -1.73628, -0.000557435, 0.0377965, 0.00605304, 0.00203064, -0.00300465, -0.0535175, 0.13859, 0.236674, -0.139307, 
53.386, 0.0129477, -0.298064, -1.73958, 0.0115561, 0.0550249, -0.00774964, -0, -0.00237704, -0.0396173, 0.152829, 0.209783, -0.143336, 0.0129537, -0.298734, -1.74076, 0.0143071, 0.0602257, -0.00881064, 0.00446494, -0.00434487, -0.037115, 0.156889, 0.212963, -0.156379, 
53.485, 0.0129842, -0.298174, -1.74287, 0.0274427, 0.0755106, -0.0227809, -0, -0, -0.0261474, 0.164219, 0.205986, -0.154727, 0.0135073, -0.299216, -1.74387, 0.0305038, 0.0805377, -0.0248993, 0.0065068, -0.00537379, -0.0259894, 0.165177, 0.194377, -0.163477, 
53.586, 0.0131101, -0.298423, -1.74533, 0.0436549, 0.0944718, -0.0380989, -0, -0.00396173, -0.022978, 0.156626, 0.178458, -0.149981, 0.0142403, -0.299783, -1.74617, 0.0469821, 0.0992741, -0.041172, 0.00805073, -0.00587666, -0.0207789, 0.162456, 0.181082, -0.160022, 
53.686, 0.0134097, -0.298912, -1.74723, 0.0590336, 0.111455, -0.0526338, 0.00475407, -0.00554642, -0.0150546, 0.140488, 0.149981, -0.133844, 0.0150671, -0.300403, -1.74792, 0.062387, 0.116069, -0.0563145, 0.00838019, -0.00586691, -0.0139702, 0.142777, 0.150218, -0.1399, 
53.786, 0.0139199, -0.299408, -1.74825, 0.0717876, 0.12427, -0.0646522, 0.00475407, -0.00475407, -0.00713111, 0.112011, 0.108214, -0.106316, 0.0158333, -0.3009, -1.74888, 0.0750918, 0.128705, -0.068765, 0.00675026, -0.00411648, -0.00470335, 0.110551, 0.100864, -0.108506, 
53.886, 0.0144215, -0.299797, -1.74843, 0.0812991, 0.131598, -0.0735362, 0.00475407, -0.00396173, 0, 0.0759396, 0.0474623, -0.0730919, 0.0163722, -0.301241, -1.74874, 0.084386, 0.135875, -0.0779012, 0.00404965, -0.00196556, 0.00758916, 0.0758023, 0.0410206, -0.0747657, 
53.986, 0.0147226, -0.300012, -1.748, 0.0874303, 0.132958, -0.0793816, -0, -0, 0.0126775, 0.0455638, -0.00854321, -0.0446145, 0.0165867, -0.301271, -1.74717, 0.090328, 0.136483, -0.0838167, 0.000627333, 0.00145034, 0.0243202, 0.0446761, -0.0294369, -0.045038, 
54.086, 0.014824, -0.300021, -1.7454, 0.0906007, 0.127829, -0.0826413, -0, -0, 0.0396173, 0.0189849, -0.0977723, -0.0189849, 0.0163987, -0.300957, -1.7436, 0.0933552, 0.129373, -0.0869736, -0.0037761, 0.00501292, 0.0480519, 0.0169901, -0.114644, -0.0189904, 
54.186, 0.0147852, -0.299912, -1.73978, 0.0913981, 0.113035, -0.083639, -0, 0.00316938, 0.0697264, -0, -0.197443, -0, 0.0157934, -0.300284, -1.73734, 0.0937406, 0.11308, -0.0876557, -0.00829645, 0.00807174, 0.0774601, -0.00940477, -0.211375, 0.00555871, 
54.286, 0.0145887, -0.299465, -1.73097, 0.0901536, 0.0884573, -0.0828426, -0.00237704, 0.00475407, 0.106174, -0.0256296, -0.299962, 0.0199342, 0.0147781, -0.299384, -1.72811, 0.0913319, 0.0870997, -0.0856906, -0.0110603, 0.00920388, 0.106534, -0.0391902, -0.305627, 0.0344957, 
54.386, 0.0140253, -0.298765, -1.71932, 0.0851777, 0.0548028, -0.0788386, -0.00792345, 0.00633876, 0.125191, -0.0721427, -0.380647, 0.0598025, 0.0135189, -0.298498, -1.71636, 0.0852624, 0.0524394, -0.0801161, -0.0126906, 0.00505687, 0.128645, -0.084997, -0.382874, 0.0802586, 
54.486, 0.0131498, -0.298255, -1.70623, 0.0744199, 0.0141798, -0.0692816, -0.00792345, 0.00475407, 0.133114, -0.143336, -0.429059, 0.132894, 0.0122718, -0.297983, -1.70316, 0.0735283, 0.0109542, -0.0687976, -0.0110248, 0.00163599, 0.135479, -0.153531, -0.442166, 0.150338, 
54.586, 0.0124184, -0.29816, -1.69277, 0.0555052, -0.0316811, -0.0514842, -0.00713111, -0, 0.132322, -0.238261, -0.486963, 0.223073, 0.0114974, -0.298174, -1.68974, 0.053706, -0.0355172, -0.0491089, -0.00329218, -0.00449578, 0.130801, -0.244024, -0.485277, 0.244887, 
54.686, 0.012134, -0.298363, -1.6798, 0.027343, -0.0815668, -0.0241754, -0, -0.00633876, 0.126775, -0.323693, -0.502151, 0.319896, 0.0117071, -0.299226, -1.67681, 0.0247436, -0.0858653, -0.0198172, 0.0087404, -0.0164662, 0.128742, -0.32947, -0.521002, 0.335545, 
54.786, 0.0123685, -0.299829, -1.66646, -0.00726647, -0.135343, 0.0102272, 0.00713111, -0.0245627, 0.14183, -0.354069, -0.563852, 0.355018, 0.0132656, -0.301278, -1.66353, -0.0104128, -0.140012, 0.016241, 0.0225166, -0.0273792, 0.14401, -0.359982, -0.563487, 0.371628, 
54.886, 0.0139484, -0.302807, -1.64964, -0.0406144, -0.194732, 0.0439586, 0.0253551, -0.0388249, 0.20601, -0.296165, -0.642639, 0.30186, 0.0160426, -0.304698, -1.64653, -0.0439708, -0.199844, 0.0511253, 0.0316077, -0.0422887, 0.20476, -0.293644, -0.638599, 0.307855, 
